incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes,day_of_week
INC002498,fraud,east,Riverside,NC,2670 Main St,40.455743,-96.14826,2024-06-28 20:28:05,OFF0093,Barbara,Jones,3796.0,SUS00133,Jennifer,Anderson,16.0,female,Unknown,VIC00228,Karen,Harris,62.0,unknown,915-317-3594,unknown,medium,open,arrest made,,1998.67,yes,Incident at 2670 Main St. Officer responded at scene.,Friday
INC004631,homicide,midtown,Lakewood,CA,5869 Main St,28.395651,-92.780417,2023-09-28 06:19:48,OFF0145,Carol,Lee,2219.0,SUS00098,John,Thomas,59.0,unknown,Black,,,,,unknown,,unknown,low,closed,warning,5.0,17330.04,yes,Incident at 5869 Main St. Officer responded at scene.,Thursday
INC003073,fraud,east,Lakewood,TX,6082 Oak Ave,44.809838,-105.898763,2024-08-21 20:59:01,OFF0076,Daniel,Scott,9276.0,SUS00137,Jessica,Martin,31.0,male,BLACK,VIC00588,David,Taylor,52.0,other,9352291051,Bat,medium,unknown,No Arrest,1.0,32058.58,no,Incident at 6082 Oak Ave. Officer responded at scene.,Wednesday
INC002228,dui,central,Maplewood,NC,5262 River Rd,29.941948,-96.509101,2022-09-01 17:05:25,OFF0015,Joseph,Moore,6975.0,SUS00070,Carol,Lee,50.0,female,Unknown,VIC00339,Joseph,Davis,20.0,male,,Rifle,medium,Closed,unknown,3.0,21183.97,no,,Thursday
INC000388,trespassing,east,Hillcrest,CA,4539 Elm Blvd,30.037403,,2024-02-06 10:53:07,OFF0113,Sarah,Anderson,3083.0,SUS00713,Linda,Anderson,60.0,male,White,VIC00921,Robert,Martin,21.0,female,,hands,high,Pending,Arrest Made,5.0,,yes,Incident at 4539 Elm Blvd. Officer responded at scene.,Tuesday
INC004819,domestic violence,southeast,Riverside,OH,2310 Oak Ave,28.567659,-83.489279,2019-11-13 12:38:57,OFF0034,Ashley,Scott,8506.0,SUS00104,Mark,Jackson,32.0,unknown,BLACK,,,,,unknown,,Hands/Feet,high,Under Investigation,NO ARREST,4.0,21731.23,yes,Incident at 2310 Oak Ave. Officer responded at scene.,Wednesday
INC001432,kidnapping,southeast,Fairview,OH,5416 River Rd,28.179805,-86.10617,,OFF0073,Sarah,Jackson,,SUS00419,Daniel,Lee,,unknown,Other,VIC00855,Thomas,Torres,57.0,unknown,915-990-1112,Pistol,medium,Resolved,Dismissed,0.0,,no,Incident at 5416 River Rd. Officer responded at scene.,
INC003201,burglary,central,Hillcrest,IL,3517 Lincoln St,37.03275,-85.893931,2018-05-11 00:57:00,OFF0065,Jessica,Thomas,8835.0,,,,,unknown,unknown,VIC00663,Joseph,Young,87.0,other,353-559-7957,Rifle,critical,Resolved,Dismissed,1.0,5606.32,yes,,Friday
INC004755,trespassing,southwest,Fairview,AZ,6318 Maple Dr,39.179408,-93.773167,2023-06-01 05:51:22,OFF0120,Charles,Jones,8432.0,SUS00575,Anthony,Walker,,male,White,VIC00128,Linda,Wright,60.0,male,952-236-3337,firearm,critical,Open,Arres Made,0.0,,no,Incident at 6318 Maple Dr. Officer responded at scene.,Thursday
INC002680,homicide,southwest,Hillcrest,FL,9749 Elm Blvd,37.20665,-81.939637,2018-12-25 03:37:59,OFF0002,Michelle,Anderson,4053.0,,,,,unknown,unknown,VIC00415,John,Johnson,48.0,male,947-236-7852,Pistol,critical,OPEN,No Arrest,-1.0,40044.97,no,,Tuesday
INC004298,arson,southwest,Hillcrest,IL,4 River Rd,118.7402,-113.168909,2023-02-15 05:45:47,OFF0099,Robert,Nguyen,1702.0,SUS00672,Michael,Allen,70.0,male,hispanic,,,,,unknown,,Knife,unknown,unknown,NO ARREST,4.0,14258.89,unknown,,Wednesday
INC000756,burglary,southwest,Centerville,FL,6177 River Rd,38.008005,-77.785598,2019-10-17 16:03:32,OFF0037,DAVID,White,3602.0,SUS00500,Barbara,Allen,67.0,female,asian,VIC00840,Daniel,Garcia,70.0,male,945-798-5431,unknown,high,Pending,unknown,5.0,12048.17,unknown,Incident at 6177 River Rd. Officer responded at scene.,Thursday
INC001293,vandalism,southeast,Fairview,AZ,8695 Oak Ave,47.043399,-102.678669,2022-10-17 12:33:47,OFF0019,Jessica,Thomas,6786.0,SUS00344,Carol,Williams,,male,Hispanic,VIC00802,William,Jones,19.0,male,(421) -54-4-1868,Hands/Feet,critical,Pendng,No Arrest,2.0,46914.88,yes,Incident at 8695 Oak Ave. Officer responded at scene.,Monday
INC004826,homicide,south,Springfield,CA,5828 Main St,29.507784,-76.89198,2018-01-20 11:27:14,OFF0144,William,Thomas,3453.0,SUS00589,Carol,Thomas,,female,Hispanic,VIC00853,William,Nguyen,,female,332-199-7471,Hands/Feet,high,CLOSED,NO ARREST,2.0,27098.94,no,,Saturday
INC004358,kidnapping,west,Maplewood,NY,3579 Main St,35.141689,-99.932368,2020-07-30 16:14:37,OFF0040,Jessica,Lee,3213.0,SUS00705,Robert,Hill,58.0,other,BLACK,VIC00592,Michael,Nguyen,52.0,male,217-196-3917,Unarmed,medium,Under Investigation,arrest made,4.0,49298.79,no,Incident at 3579 Main St. Officer responded at scene.,Thursday
INC001809,trespassing,central,Maplewood,NC,2343 Elm Blvd,44.947648,-108.860622,2023-07-08 00:00:00,OFF0112,Michelle,Green,8124.0,SUS00731,Matthew,Flores,67.0,male,BLACK,,,,,unknown,,Bat,low,open,Warning Issued,3.0,26344.95,yes,Incident at 2343 Elm Blvd. Officer responded at scene.,Saturday
INC000167,burglary,northwest,Fairview,PA,7888 Lincoln St,35.226359,-109.356071,,OFF0012,Mary,Jones,6106.0,SUS00599,Chris,Scott,37.0,female,unknown,VIC00907,Robert,Jones,70.0,female,(817) -45-1-5768,Rifle,low,under investigation,Arres Made,5.0,33915.02,yes,Incident at 7888 Lincoln St. Officer responded at scene.,
INC002353,arson,midtown,Riverside,FL,5407 Main St,30.195714,-104.72579,2020-10-30 10:27:34,OFF0015,Susan,Thompson,1731.0,SUS00685,Patricia,Taylor,38.0,unknown,white,VIC00352,William,Lee,16.0,unknown,402-361-9032,Gun,critical,CLOSED,NO ARREST,2.0,48963.24,no,Incident at 5407 Main St. Officer responded at scene.,Friday
INC001377,theft,central,Lakewood,FL,5630 Main St,44.300704,-116.096334,2019-06-02 11:45:55,OFF0129,Joseph,Scott,6431.0,SUS00062,Jennifer,Thomas,44.0,male,White,VIC00200,Charles,Harris,,female,208-549-2551,Gun,critical,Pending,warning,0.0,,yes,Incident at 5630 Main St. Officer responded at scene.,Sunday
INC003758,robbery,midtown,Hillcrest,FL,8729 Lincoln St,43.853131,-84.642927,2020-09-14 07:42:13,OFF0032,Emily,Allen,3325.0,SUS00592,Emily,Lee,,female,BLACK,VIC00938,Susan,Jones,,female,,firearm,low,Under Investigation,Case Dismissed,,49569.03,yes,Incident at 8729 Lincoln St. Officer responded at scene.,Monday
INC000980,robbery,north,Oakdale,NY,3388 Park Rd,43.77317,-91.03258,,OFF0012,Richard,Thomas,7625.0,SUS00659,Jessica,Smith,65.0,unknown,white,,,,,unknown,,Firearm,unknown,Open,arrest made,0.0,33938.84,yes,Incident at 3388 Park Rd. Officer responded at scene.,
INC000747,fraud,midtown,Hillcrest,NY,8891 Lincoln St,33.174228,-75.968263,2022-07-28 00:24:06,OFF0112,Ashley,Wilson,2118.0,SUS00476,Carol,Jones,35.0,unknown,BLACK,,,,,unknown,,Hands/Feet,critical,Resolved,Arres Made,0.0,38745.67,yes,,Thursday
INC000633,theft,midtown,Springfield,PA,4347 Sunset Blvd,28.579524,-89.363387,2024-12-11 23:50:36,OFF0088,Jennifer,Anderson,8553.0,SUS00223,Joseph,Allen,31.0,male,hispanic,VIC00561,William,Smith,66.0,male,913-815-5466,unknown,medium,CLOSED,warning,3.0,,yes,Incident at 4347 Sunset Blvd. Officer responded at scene.,Wednesday
INC002611,fraud,northwest,Riverside,NC,8978 Main St,37.484997,-106.07297,2018-12-05 06:31:56,OFF0092,Susan,Miller,8302.0,SUS00703,Mary,Hill,55.0,male,BLACK,VIC00676,Karen,Hill,37.0,female,318-308-7709,KNIFE,high,OPEN,unknown,5.0,29067.43,no,,Wednesday
INC000226,fraud,midtown,Centerville,FL,4433 Main St,27.393408,-96.176971,2019-12-01 19:29:14,OFF0090,Jessica,Harris,5971.0,,,,,unknown,unknown,,,,,unknown,,KNIFE,medium,Resolved,NO ARREST,5.0,,yes,Incident at 4433 Main St. Officer responded at scene.,Sunday
INC000045,burglary,west,Riverside,CA,6869 Lincoln St,42.61923,-76.044656,2018-02-18 14:38:06,OFF0062,Michael,Williams,2653.0,,,,,unknown,unknown,VIC00613,Michelle,Johnson,41.0,unknown,(245) -51-1-8191,blunt object,medium,Pending,Arrest Made,1.0,25194.79,yes,Incident at 6869 Lincoln St. Officer responded at scene.,Sunday
INC001663,robbery,south,Hillcrest,IL,8633 Maple Dr,31.809055,-98.300922,2018-11-30 01:44:16,OFF0085,Anthony,Harris,9574.0,,,,,unknown,unknown,VIC00863,Robert,Jackson,84.0,male,851-343-7636,Knife,high,Pending,Arrest Made,0.0,21951.39,no,Incident at 8633 Maple Dr. Officer responded at scene.,Friday
INC000446,trespassing,west,Fairview,FL,1466 Maple Dr,130.1428,-115.997116,2021-06-17 00:00:00,OFF0077,Anthony,Jones,7363.0,,,,,unknown,unknown,,,,,unknown,,KNIFE,medium,Open,unknown,4.0,,yes,Incident at 1466 Maple Dr. Officer responded at scene.,Thursday
INC000983,burglary,northwest,Hillcrest,IL,1587 River Rd,172.417,92.466,2018-03-18 00:00:00,OFF0148,Joseph,Anderson,9012.0,SUS00722,Donna,Torres,37.0,female,BLACK,VIC00409,James,Harris,60.0,female,519-372-1786,hands,critical,Investgation,Arres Made,2.0,,yes,Incident at 1587 River Rd. Officer responded at scene.,Sunday
INC003335,trespassing,south,Lakewood,NC,3580 Elm Blvd,47.809104,-115.47668,2018-01-21 18:07:49,OFF0021,Nancy,Hall,2102.0,SUS00462,Sarah,Scott,55.0,male,white,VIC00336,Patricia,Scott,32.0,unknown,819-849-3090,blunt object,high,Open,Warning Issued,,12336.94,yes,Incident at 3580 Elm Blvd. Officer responded at scene.,Sunday
INC004950,burglary,northwest,Lakewood,PA,4661 River Rd,33.366734,-103.211767,2022-11-02 15:25:07,OFF0146,Nancy,Thompson,,SUS00036,James,Lee,74.0,female,Asian,VIC00815,Thomas,Smith,59.0,male,350-863-6673,Firearm,medium,Pending,Warning Issued,4.0,36204.65,no,Incident at 4661 River Rd. Officer responded at scene.,Wednesday
INC001239,homicide,south,Oakdale,FL,7540 River Rd,28.458479,-79.704561,2020-01-31 05:13:20,OFF0148,Jessica,Hall,1819.0,SUS00772,Mary,Johnson,44.0,unknown,asian,VIC00971,Michael,Allen,37.0,unknown,9899432248,Unarmed,medium,CLOSED,Case Dismissed,5.0,31364.35,yes,Incident at 7540 River Rd. Officer responded at scene.,Friday
INC002594,cyber crime,southwest,Centerville,GA,5525 Lincoln St,34.950985,-88.423401,2023-12-21 00:51:23,OFF0145,  Mary  ,Thomas,8438.0,SUS00430,Sarah,Johnson,,female,Hispanic,VIC00408,Mary,Thomas,70.0,other,765-344-4562,Blunt Object,high,closed,arrest made,0.0,39712.84,no,Incident at 5525 Lincoln St. Officer responded at scene.,Thursday
INC003993,assault,central,Hillcrest,FL,5667 Washington Ave,25.984726,-82.549,2021-05-30 11:24:19,OFF0106,Karen,Thomas,9363.0,,,,,unknown,unknown,,,,,unknown,,Unarmed,high,closed,unknown,0.0,,yes,Incident at 5667 Washington Ave. Officer responded at scene.,Sunday
INC000862,domestic violence,west,Springfield,NY,2561 Park Rd,27.797714,-98.154537,2022-01-05 20:41:53,OFF0015,Jennifer,Anderson,6034.0,,,,,unknown,unknown,VIC00523,Barbara,Wilson,58.0,unknown,629-389-6987,firearm,low,unknown,unknown,0.0,47073.7,yes,Incident at 2561 Park Rd. Officer responded at scene.,Wednesday
INC003753,homicide,midtown,Fairview,GA,3444 Sunset Blvd,36.523594,-75.901382,2020-01-04 00:43:41,OFF0149,John,Jackson,2058.0,SUS00038,Nancy,Wright,67.0,male,Hispanic,VIC00692,Mark,Martin,,female,953-335-8371,unknown,critical,Resolved,unknown,3.0,3435.69,no,Incident at 3444 Sunset Blvd. Officer responded at scene.,Saturday
INC001267,arson,central,Riverside,IL,6497 Main St,42.415713,-70.817716,2022-10-02 06:11:00,OFF0038,William,Allen,8273.0,,,,,unknown,unknown,VIC00759,Daniel,Hill,,male,518-419-5671,Hands/Feet,unknown,CLOSED,arrest made,3.0,21462.19,yes,,Sunday
INC001800,drug offense,southeast,Fairview,NY,7198 Park Rd,41.395709,-81.617208,2020-01-11 08:12:10,OFF0084,James,Torres,3988.0,,,,,unknown,unknown,VIC00489,Ashley,Jones,35.0,unknown,760-900-3157,unknown,medium,Closed,unknown,3.0,29853.22,no,Incident at 7198 Park Rd. Officer responded at scene.,Saturday
INC000630,kidnapping,north,Oakdale,IL,4642 River Rd,37.821517,-103.65954,2023-09-17 08:03:05,OFF0002,Carol,Wilson,7078.0,SUS00379,David,Young,36.0,male,Hispanic,VIC00993,Daniel,Taylor,,male,711-610-8983,Gun,critical,Investgation,Case Dismissed,1.0,32308.3,no,Incident at 4642 River Rd. Officer responded at scene.,Sunday
INC000905,burglary,south,Centerville,CA,8709 Maple Dr,175.8094,-77.782636,2019-05-29 22:57:18,OFF0109,Thomas,Garcia,4846.0,SUS00632,Susan,Wright,38.0,female,Asian,VIC00711,Karen,Torres,33.0,female,446-635-1068,Hands/Feet,medium,closed,unknown,2.0,23864.4,no,Incident at 8709 Maple Dr. Officer responded at scene.,Wednesday
INC003771,fraud,southeast,Maplewood,FL,1980 Sunset Blvd,28.330473,-111.72248,2022-02-05 03:55:00,OFF0041,Barbara,Harris,4476.0,SUS00234,Matthew,Walker,25.0,male,Hispanic,VIC00173,Carol,Anderson,76.0,female,,hands,low,Closed,Dismissed,0.0,22307.71,no,Incident at 1980 Sunset Blvd. Officer responded at scene.,Saturday
INC003695,homicide,southwest,Riverside,NC,8393 Park Rd,41.211968,-107.468742,2019-01-27 19:44:51,OFF0006,James,Young,5042.0,SUS00093,Donna,Anderson,57.0,female,BLACK,,,,,unknown,,Rifle,critical,unknown,Arres Made,0.0,9444.62,yes,Incident at 8393 Park Rd. Officer responded at scene.,Sunday
INC002530,homicide,northeast,Riverside,IL,4038 Lincoln St,33.5364,-84.496531,2019-01-19 07:29:06,OFF0114,Daniel,Green,5813.0,SUS00442,Sarah,Jones,54.0,male,unknown,VIC00679,Mark,Garcia,17.0,unknown,(283) -51-4-6965,firearm,high,open,No Arrest,5.0,37054.34,yes,Incident at 4038 Lincoln St. Officer responded at scene.,Saturday
INC003373,homicide,west,Oakdale,TX,9719 Elm Blvd,32.772485,-88.955754,2019-02-22 10:38:06,OFF0117,Mary,Hall,7722.0,,,,,unknown,unknown,VIC00126,Carol,White,15.0,male,(597) -79-0-4828,Unarmed,critical,Closed,warning,3.0,20249.88,yes,Incident at 9719 Elm Blvd. Officer responded at scene.,Friday
INC001288,burglary,northwest,Springfield,TX,8048 Park Rd,36.67239,-105.189198,2021-02-05 12:38:00,OFF0094,Susan,Johnson,6662.0,SUS00098,John,Nguyen,,male,Unknown,VIC00948,Michelle,Williams,48.0,other,595-910-7869,unknown,low,OPEN,Case Dismissed,3.0,24723.78,yes,Incident at 8048 Park Rd. Officer responded at scene.,Friday
INC000954,cyber crime,north,Hillcrest,CA,8813 Lincoln St,41.873364,-113.338134,2023-05-28 12:56:39,OFF0012,Michelle,Thomas,5283.0,SUS00100,Matthew,Thomas,35.0,female,unknown,,,,,unknown,,blunt object,critical,open,unknown,2.0,6337.4,yes,Incident at 8813 Lincoln St. Officer responded at scene.,Sunday
INC003344,cyber crime,east,Fairview,PA,8314 Elm Blvd,36.311769,-116.281121,2024-10-24 07:05:27,OFF0023,Daniel,Brown,2065.0,SUS00470,Linda,Williams,27.0,male,unknown,VIC00032,Michelle,White,12.0,female,210-197-8247,firearm,medium,OPEN,arrest made,2.0,19178.34,unknown,Incident at 8314 Elm Blvd. Officer responded at scene.,Thursday
INC003366,theft,north,Springfield,PA,5510 River Rd,37.926726,-90.323392,2023-05-09 07:26:48,OFF0081,Richard,Williams,6074.0,,,,,unknown,unknown,VIC00228,Daniel,Lee,25.0,other,774-542-1704,Unarmed,low,Pendng,warning,2.0,29069.0,no,Incident at 5510 River Rd. Officer responded at scene.,Tuesday
INC003938,domestic violence,north,Oakdale,IL,8764 Oak Ave,41.600759,85.7005,2018-05-15 00:38:05,OFF0148,William,Miller,7232.0,SUS00178,Matthew,Nguyen,52.0,female,Asian,VIC00594,Thomas,Thompson,40.0,unknown,,Pistol,high,Investgation,No Arrest,4.0,43606.67,unknown,Incident at 8764 Oak Ave. Officer responded at scene.,Tuesday
INC004673,theft,central,Lakewood,AZ,6524 River Rd,31.150247,-96.009622,2023-08-05 10:43:00,OFF0149,Matthew,Lee,1483.0,,,,,unknown,unknown,VIC00734,Jessica,Thomas,30.0,female,954-405-3364,Unarmed,critical,unknown,Dismissed,1.0,35925.36,yes,,Saturday
INC004620,burglary,east,Hillcrest,AZ,1432 River Rd,35.186961,-74.581207,2023-03-26 13:16:44,OFF0105,Ashley,Scott,2554.0,,,,,unknown,unknown,VIC00721,Anthony,Hall,30.0,female,,Bat,critical,open,warning,5.0,46161.55,yes,,Sunday
INC004721,burglary,west,Riverside,NY,3888 Park Rd,31.872938,-70.567058,2020-04-07 20:46:09,OFF0144,Emily,Flores,3228.0,,,,,unknown,unknown,VIC00491,Carol,Wilson,81.0,unknown,328-338-1329,blunt object,medium,unknown,Arres Made,2.0,,unknown,,Tuesday
INC003918,sexual assault,southeast,Springfield,AZ,4797 Washington Ave,28.604927,-93.782306,2020-05-05 02:22:26,OFF0115,Joseph,Harris,9913.0,SUS00142,Nancy,Jackson,36.0,male,Asian,VIC00161,Richard,Johnson,85.0,unknown,826-461-1979,Knife,medium,open,NO ARREST,0.0,21423.15,yes,Incident at 4797 Washington Ave. Officer responded at scene.,Tuesday
INC001549,sexual assault,central,Centerville,PA,8456 Maple Dr,42.441762,-107.971701,2024-06-07 20:15:26,OFF0039,David,Torres,6567.0,SUS00591,William,Thompson,71.0,female,BLACK,VIC00582,Jessica,Thompson,17.0,male,,unknown,high,OPEN,NO ARREST,2.0,10067.97,no,Incident at 8456 Maple Dr. Officer responded at scene.,Friday
INC004483,homicide,central,Centerville,CA,8961 Sunset Blvd,30.069486,-100.538674,2023-03-13 04:45:18,OFF0085,Charles,Green,6681.0,SUS00208,John,Scott,,male,asian,VIC00747,Richard,Davis,,male,639-978-2949,unknown,critical,Pending,unknown,5.0,13095.81,yes,Incident at 8961 Sunset Blvd. Officer responded at scene.,Monday
INC001538,burglary,southeast,Maplewood,IL,5089 Oak Ave,32.947376,-102.364971,2021-10-29 06:39:29,OFF0074,Michael,Flores,8885.0,SUS00344,Michelle,Lee,,other,Other,VIC00963,Michael,Jones,78.0,male,319-617-1231,Hands/Feet,high,Resolved,unknown,2.0,17588.08,yes,Incident at 5089 Oak Ave. Officer responded at scene.,Friday
INC000241,sexual assault,northeast,Maplewood,AZ,7584 Park Rd,46.532657,-73.791861,2024-02-16 08:48:12,OFF0035,Jennifer,Martin,8763.0,SUS00011,Jennifer,Jones,45.0,female,White,VIC00320,Michael,Allen,22.0,female,669-438-2551,Knife,critical,CLOSED,Arres Made,1.0,3338.6,unknown,Incident at 7584 Park Rd. Officer responded at scene.,Friday
INC002940,drug offense,north,Springfield,FL,4376 Cedar Lane,29.075092,-80.696499,2021-11-17 10:13:28,OFF0150,David,Thompson,3506.0,SUS00346,James,Jones,57.0,female,Other,VIC00400,Karen,Hall,40.0,male,414-360-8551,unknown,medium,closed,NO ARREST,2.0,25055.61,no,Incident at 4376 Cedar Lane. Officer responded at scene.,Wednesday
INC004068,drug offense,midtown,Hillcrest,GA,3034 Oak Ave,27.23255,-88.769909,2018-06-05 18:22:26,OFF0094,Jessica,Scott,6795.0,SUS00628,Carol,Taylor,74.0,female,asian,VIC00160,Michael,Torres,49.0,female,8517008969,Blunt Object,critical,open,arrest made,1.0,5666.55,yes,Incident at 3034 Oak Ave. Officer responded at scene.,Tuesday
INC002564,dui,west,Springfield,AZ,3564 Cedar Lane,45.434485,-114.554605,2020-12-15 05:51:54,OFF0061,Jessica,Wilson,3302.0,,,,,unknown,unknown,VIC00469,Anthony,Davis,75.0,male,633-531-8814,hands,low,under investigation,Case Dismissed,3.0,12276.12,yes,,Tuesday
INC001194,burglary,midtown,Riverside,AZ,6393 Cedar Lane,37.254599,-110.689752,2018-08-03 02:56:09,OFF0074,chris,Hall,6830.0,SUS00311,Ashley,Allen,,unknown,Black,VIC00935,Susan,Thomas,52.0,male,881-948-6323,hands,medium,OPEN,No Arrest,5.0,,yes,Incident at 6393 Cedar Lane. Officer responded at scene.,Friday
INC003593,drug offense,southeast,Maplewood,PA,6916 Main St,30.081925,-97.608852,2018-07-12 18:49:01,OFF0007,Richard,Torres,5956.0,,,,,unknown,unknown,VIC00525,Michael,Smith,72.0,unknown,297-666-9542,Knife,medium,Closed,unknown,1.0,32164.02,no,,Thursday
INC001199,cyber crime,south,Hillcrest,OH,3323 Sunset Blvd,32.537027,-91.554469,2019-05-01 12:30:14,OFF0124,John,Young,8602.0,SUS00405,Carol,Brown,39.0,other,Other,VIC00140,Donna,Miller,37.0,female,225-212-1793,Unarmed,critical,unknown,Arrest Made,0.0,21926.41,yes,Incident at 3323 Sunset Blvd. Officer responded at scene.,Wednesday
INC002605,robbery,south,Fairview,PA,7464 Cedar Lane,34.259058,-108.527501,2023-02-21 11:15:06,OFF0106,James,Williams,8835.0,SUS00762,Richard,Miller,18.0,unknown,unknown,VIC00244,Barbara,Torres,64.0,female,929-220-1385,unknown,medium,unknown,warning,5.0,15464.84,yes,Incident at 7464 Cedar Lane. Officer responded at scene.,Tuesday
INC002583,robbery,south,Hillcrest,TX,4917 Elm Blvd,43.836007,-103.077022,2020-06-12 05:47:37,OFF0030,Mary,Anderson,3347.0,SUS00533,Joseph,Lee,,female,White,VIC00977,Jessica,Thompson,28.0,female,3357391976,Gun,high,Resolved,Arres Made,2.0,10023.37,no,Incident at 4917 Elm Blvd. Officer responded at scene.,Friday
INC004038,cyber crime,west,Fairview,NC,6468 Maple Dr,43.842654,-86.914371,2023-07-05 07:09:00,OFF0084,Patricia,White,2798.0,SUS00713,Susan,Flores,61.0,female,Hispanic,VIC00262,Patricia,Davis,28.0,unknown,3681699166,Hands/Feet,critical,closed,arrest made,2.0,6015.62,yes,Incident at 6468 Maple Dr. Officer responded at scene.,Wednesday
INC004440,cyber crime,east,Oakdale,OH,3576 Main St,34.307545,-110.88494,,OFF0131,Richard,Green,8054.0,,,,,unknown,unknown,VIC00914,Emily,Allen,35.0,male,551-914-8390,firearm,medium,unknown,Arrest Made,0.0,45325.38,yes,Incident at 3576 Main St. Officer responded at scene.,
INC004465,vandalism,southwest,Oakdale,GA,7949 Washington Ave,,-74.417267,2021-04-24 21:47:35,OFF0064,Anthony,Walker,5260.0,SUS00296,Chris,Miller,36.0,female,Black,VIC00485,William,Anderson,,unknown,,unknown,critical,CLOSED,Warning Issued,3.0,,no,Incident at 7949 Washington Ave. Officer responded at scene.,Saturday
INC000503,domestic violence,north,Springfield,OH,2263 Elm Blvd,31.631052,-117.030025,2020-06-17 17:59:20,OFF0040,James,Thomas,7698.0,,,,,unknown,unknown,VIC00323,David,Wright,,unknown,345-119-2563,Bat,high,Pending,Case Dismissed,,25965.34,yes,,Wednesday
INC002224,fraud,central,Riverside,NY,1293 Washington Ave,31.324888,-87.24949,2018-04-24 05:42:40,OFF0052,Robert,Martin,3410.0,SUS00128,Barbara,Torres,73.0,other,hispanic,VIC00497,John,Johnson,74.0,female,6356525134,unknown,medium,Closed,NO ARREST,4.0,10698.93,no,,Tuesday
INC002540,domestic violence,northwest,Riverside,NC,6433 Cedar Lane,40.852357,-87.196809,2022-06-02 10:15:32,OFF0020,Jennifer,Smith,1950.0,SUS00001,Michael,Thompson,51.0,male,Unknown,,,,,unknown,,Knife,high,under investigation,warning,2.0,41063.81,no,Incident at 6433 Cedar Lane. Officer responded at scene.,Thursday
INC004581,dui,northwest,Fairview,OH,7369 Lincoln St,41.559858,-107.325773,2019-12-30 07:05:16,OFF0019,Richard,Miller,4446.0,SUS00117,Donna,Brown,63.0,female,unknown,VIC00162,Robert,Green,35.0,unknown,,unknown,critical,open,Arrest Made,-2.0,,no,Incident at 7369 Lincoln St. Officer responded at scene.,Monday
INC004530,fraud,south,Springfield,OH,8268 Sunset Blvd,42.573962,-117.821504,2021-05-14 21:40:10,OFF0082,Jessica,Thompson,9212.0,SUS00210,Donna,Flores,20.0,male,Hispanic,VIC00720,Chris,Hill,,male,218-563-6930,hands,medium,Resolved,arrest made,0.0,8474.15,no,Incident at 8268 Sunset Blvd. Officer responded at scene.,Friday
INC000099,cyber crime,southwest,Hillcrest,FL,6386 River Rd,30.073626,-117.881094,2023-04-27 00:00:00,OFF0062,Thomas,Scott,5454.0,SUS00292,Karen,Torres,32.0,female,Asian,VIC00874,Robert,Moore,24.0,unknown,(666) -73-2-8418,hands,low,Resolved,warning,1.0,16032.19,yes,,Thursday
INC004585,arson,north,Fairview,FL,3135 Maple Dr,35.916657,-83.445673,2019-02-11 00:22:02,OFF0065,Patricia,Wright,6699.0,SUS00631,Karen,Hall,39.0,female,hispanic,VIC00051,John,Brown,64.0,male,,Unarmed,high,Open,Case Dismissed,0.0,13998.01,yes,Incident at 3135 Maple Dr. Officer responded at scene.,Monday
INC000332,kidnapping,northeast,Lakewood,IL,3141 Main St,40.379281,-97.568733,2020-08-14 01:58:21,OFF0106,Donna,Wilson,5761.0,SUS00526,Anthony,Martin,47.0,male,Asian,VIC00749,Linda,Thompson,74.0,female,(382) -95-0-5512,Pistol,low,Under Investigation,warning,4.0,41587.67,yes,Incident at 3141 Main St. Officer responded at scene.,Friday
INC002121,kidnapping,central,Centerville,TX,8425 Washington Ave,30.271537,-72.324843,2019-12-24 22:19:35,OFF0027,Mary,Brown,2286.0,SUS00800,Jennifer,White,31.0,male,White,VIC00677,Mary,Hall,87.0,male,739-434-7453,unknown,low,open,Warning Issued,0.0,18612.81,yes,Incident at 8425 Washington Ave. Officer responded at scene.,Tuesday
INC001294,drug offense,west,Springfield,NC,4477 Elm Blvd,25.437192,-70.885085,2021-12-19 10:06:20,OFF0102,Daniel,Brown,1611.0,SUS00645,Charles,Thompson,65.0,unknown,BLACK,VIC00338,Daniel,Williams,38.0,female,307-669-9185,Firearm,high,unknown,Dismissed,,25966.08,no,Incident at 4477 Elm Blvd. Officer responded at scene.,Sunday
INC000773,homicide,west,Fairview,TX,3305 Lincoln St,45.02718,-102.493965,2020-02-09 10:42:04,OFF0086,Jennifer,Lee,5658.0,,,,,unknown,unknown,VIC00134,Emily,Garcia,12.0,female,260-623-6802,unknown,low,open,Case Dismissed,1.0,13173.07,yes,,Sunday
INC004334,fraud,northwest,Riverside,OH,1057 River Rd,31.271361,-98.995698,2024-08-25 21:10:47,OFF0040,Michelle,Brown,2517.0,SUS00297,William,Wilson,20.0,unknown,unknown,VIC00505,Daniel,Hill,81.0,male,740-485-3461,unknown,critical,unknown,Arres Made,1.0,16045.45,no,Incident at 1057 River Rd. Officer responded at scene.,Sunday
